text,label,perplexity
"V Praze byla nedávno představena nevšední žena, která se navzdory své nemoci nevzdala svých zájmů a dokázala vytvořit krásné a originální dílo. Její jméno je Pavla, věnuje se šití a designu figurin a panenek. Pavla trpí revmatoidní artritidou, ale to ji nezastavilo a naopak, našla v této tvůrčí aktivitě svůj únik a radost. Figurky šije ručně a každá je originál. Svými výtvory potěší nejen sebe, ale i ostatní. Věnuje se například tvorbě panenek pro nemocné děti v nemocnicích, aby je potěšila a zpříjemnila jim pobyt. Její dílo je velmi kvalitní a oceňované, a to i na mezinárodní úrovni. Pavla ukazuje, že i přes nemoc se můžeme realizovat a dělat to, co nás baví. Je příkladem pro nás všechny, že v životě se dá překonat mnoho překážek a najít radost v malých věcech.",1,29
".Nepívejme se na ně. Jsem se zavolející, vícejí jako za ně. Jsem se šla do jejich země. Jsem nesmírně stále pověřit škodů do škodě. S nám jsem se poskytla. A pro ty tyto hrozí konvergenci.Pádu třech států zaopatřené několik týdnů. Šlechání světových uvědomů. Pádu počítající v jednoduchých zemích.Získal jsme na to, jak přemýšlení při živém, několik hlasů. Přimýšlení při úzru. Získali jsme na šíření živého na základě.Světové užiňa. Byli jsi přišli na to.Rukovní a nauční způsoby. S rukou vytvořila rozpočtu.Protože živé vlastní základě vydrží závazka a kyštám i já, které jsi tak značil.A žije jsi štvaný za poslanění. Když jsi tak někoho hlasů přišlaš, budete zahtěženým.",1,16
"V Praze dnes došlo k nečekanému incidentu ve stanici metra, při kterém byli dva cestující zraněni. Zatím neznámý útočník napadl cestující ostrým předmětem před odjezdem vlaku. Krátce po incidentu se útočník dobrovolně vydal policii.Podle mluvčí policie došlo k napadení ve stanici metra kolem poledne. ""Několik cestujících bylo napadeno ostrým předmětem, který měl útočník u sebe. Dojednání okolností útoku ještě probíhá,"" uvedla mluvčí policie.Dva cestující byli převezeni do nemocnice se středně těžkými zraněními. Podle zástupce záchranné služby jsou však jejich zranění mimo ohrožení života. Útočník se po činu dobrovolně vydal policii a byl zatčen. Nyní čelí obvinění z ublížení na zdraví a násilí. Jeho motivy zatím nejsou známy.""Útočník se po napadení přišel sám doznat na nejbližší policejní stanici a byl následně zadržen,"" řekl mluvčí policie. ""Vyšetřování incidentu pokračuje, zatím nejsou známy přesné pohnutky útočníka.""Policii se podařilo zabezpečit místo činu a odstranit všechny stopy.",1,17
"síla Kúdelna šeži. Čehledečně oslava žižku až od cestovaného fanouška, Kúdela Kúdela hranici, který jedno z zařazených částí nese v pořádku a za táta, který je přiřádku, a který pak při táto završení přesstaví náš kluk, Kúdela Kúdela, čehledem, které pak přes táto završení přesstaví v pořádku a který je pak při táto završení přesstaví v pořádku a které pak při táto završení přesstaví v pořádku a který je pak pak při táto završení přesstaví v pořádek a který je pak pak při táto završení přesstaví ve v pořádku, který je tím následující, v závračním odstavcím seznamu, kter přiřejí mluvy za přehled na rozdělení na závrační seznam.1.",1,7
"V posledních letech došlo k významnému nárůstu zastoupení žen ve veřejném životě a politice. V rámci regionu se ženy angažují v politice na různých úrovních - od místní až po národní. Ve svých prohlášeních a činech se mnohé z nich zaměřují na prosazování rovnoprávnosti a sociální spravedlnosti. V rozhovorech s několika ženami - političkami z regionu se ukázalo, že jejich zkušenost a pohled na politiku se liší, avšak všechny se shodují na jednom - mohou a chtějí se prosadit i samy.Markéta Vaňková, starostka jednoho z měst, se ve své politické kariéře zaměřuje na transparentnost a účinnost místní samosprávy. Dle jejího názoru je důležité, aby ženy nejen zastupovaly své voličky a voliče, ale i upozorňovaly na genderové nerovnosti, které existují ve společnosti. ""Nemyslím si, že bychom jako ženy musely neustále zdůrazňovat, že jsme ženy.",1,24
", že je tato jako zvuk.Od také kto nemáš někoho pomůhka za to, nebo kto si přes jeho hodnotá zatám jeho nezdáláští? A mi pouze tamžní je tomu chtějí, že je to dlouhodobě dle. A ani něco, jak to to zrozumí.Když to to dobře dává, máš něco zto to dává, že to to dává za to, co to tak dá, kde to by to dává?Ale, aby mohl tohle vy jednom práci na to, co máš, tak přidám jedno pomysle.A mím, že je to jen tyto dvoje vzhradosti, jak uděláme to, co vzdáláme ktožto mi dálá.A mím, že to má tam jen otevírání, jehož nesmě to zjistí. A proto, když to to dá, tam zjistí, že to dá.A jeden z ty práci, že to je, aby byla to aktualizována. A stejně nám, že to to to dá za to, co dá, za žeže to jen dá.",1,17
". Naladěný průzkum ukázal, že většina lidí odmítá, aby jejich klidní důsledky byly zavést kouře v zimě. Ale jak?Kouře? To je to samé, co koupali léta Rusové kupředu? Tím ale odmítli říkat?Rusové odmítali ani ostatní omezit emise, jíž si zbaví ruské vlastnické korporace. Ne, to by nemělo být tak. Měl být fyzicky odmítán, který země ochotná zadavat. A jestli se Rusko chce dít za klimatickou hrozbou, nikdo ho nemůže usoudit za kompromitujícího a zmatenícího.K tomu chybí zbytek fólky. Ani zbytek neúspěchu Ruska vůči klimatické krizi. Není zbytek. Je zde však něco podobného. To, co jej nevyzpečuje a zpochybňuje, je vlastně tím, že pro jeho řešení vůči klimatické krizi je něco stále zatíženího. Něco, co mu nepomůže. Ani nadále.",1,22
"— Autor: -jhr/mfKrásná městská díla v Krkonoších, odjíždějící od jádra, už dnes čekají na nákup ostatních. Zámek Kynžvart zřídil v roce 2012 podle svých zákonů nová firma, soudruzi místního státu neuvěřili. Zámek Kynžvart nemá důstojní zásobník, místní úřad přerušilo vládu sv. Martina podle důstojních práv je jedním z místních úřadů, která nedůstojné vlády zrušila. Zámek je v současnosti úřadovým zámořským zakázkou, nyní řeší zásobování.",1,19
- Bylo se začátě ukážený vysvětlovatelně a díky sebočským komplečním dílem jít něco. K tomto dětím se zdám začátě časem kamže dát svůj svůj svůj tisíc a pádu předřízený vysvětlovatelně.A) Na otevření tehdejích oblasti. A) Vytvořit závěry a díchů pohajících k záverení zabívané oblasti před v oblohou.,1,19
"V příštím školním roce se přednášky vrátí do klasické formy. To potvrdili vedení všech univerzit a vysokých škol, které se rozhodly znovu povolit prezenční výuku. Studenti se opět budou moci účastnit přednášek v učebnách a navázat na činnosti s ostatními spolužáky.Vedení všech škol se také zavázalo, že bude pečlivě dodržovat všechna opatření, aby zabránilo šíření koronavirové pandemie. Důležitou součástí je i šíření informací o tom, jak studenti mohou řádně chránit sebe a své okolí.Všechny vysoké školy proto požádaly studenty o trpělivost, protože se situace stále může měnit. Přednášky se však začnou opět od začátku školního roku, přičemž vedení se zavazuje dodržet aktuální pravidla o předcházení rizikům souvisejícím s pandemií.",1,18
". Tsunami zničilo 1500 domů, mnohé budovy byly zbořeny, mezi nimi i nádraží v San Martín de Punay.## ReferenceV tomto článku byl použit překlad textu z článku 1950 Valdivia earthquake na anglické Wikipedii.",1,142
", co se dějeOznačeno tagy:Hyundai, Hyundai hydrogen, KIA, KIA hydrogen, Kia NiroFast and furious, that’s life in 2019New Aston Martin Lagonda SUV is a 5.9-liter beast of 550hp, 900NmIng. Pavel Vondráček je ředitel Technického odboru Automotoklubu České republiky a předseda…Lord Alec Issigonis, the father of the original MINI, may not have been…BMW Z1, which appeared back in the late 80´s of the 20th century…The history of ŠKODA began with a bicycle in 1895. After that, the…A 572hp, four-cylinder BMW. Is it even possible? Of course, you would be…Aston Martin is a big name in the world of automotive. And for…Koenigsegg is a Swedish automobile manufacturer that produces some of the fastest production…Lexus is not a manufacturer which is known for its sports cars.",1,64
"Radnice řeší nežádané přistěhovalectvíPříběhy o lidech, kteří žijí v ghettech v Praze, jsou v posledních dnech stále běžnější. Radnice Praha 8 se snaží s tím, jakým způsobem může pomoci těm, kteří se v ghettech cítí samoty a bezdomovcům.Přibližně 3 000 lidí žije v pražských ghettech, převážně Romové a lidi bez domova. Mnoho z nich trpí sociálním vyloučením, nedostatkem základních služeb a závislostí na drogách.Kromě toho, že jsou v ghettech vysoké teploty, špatné sanitární podmínky a znečištění, zde se také objevují kriminální činnosti.Radnice Praha 8 zvažuje vybudování centrálního ubytovacího zařízení pro bezdomovce, které by zajistilo přístup k základním službám a pomohlo s jejich integrací do společnosti. Tato myšlenka se setkala s negativními reakcemi některých obyvatel městských čtvrtí, kteří bojují s problémy v ghettech.Nicméně, někteří obyvatelé ghett jsou přesvědčeni, že centrální ubytování by mohlo pomoci zmírnit problémy v ghettech.",1,17
do týl? A tak dílny i kotkají klidu?A kotkají kotkají kotkají kotkají ke kotkají kotkají kotka. KOTKATRIN! KOTKATRIN! KOTKATRIN! KOTKATRIN! KOTKATRIN! KOTKATRIN! KOTKATRIN! KOTKATRIN! KOTKATRIN! KOTKATRIN! KOTKATRIN! KOTKATRIN! KOTKATRIN! KOTKATRIN! KOTKATRIN! KOTKATRIN! KOTKATRIN! KOTKATRIN! KOTKATRIN! KOTKATRIN! KOTKATRIN!,1,2
"Opoziční zastupitelé v Táboře se nedokázali shodnout na využití finančních prostředků, které měli k dispozici. Podle zprávy místního deníku se jednalo o sumu ve výši několika milionů korun.Původně měli být peníze využity na rekonstrukci několika budov ve městě. Opoziční zastupitelé však navrhovali jiné využití finančních prostředků, například na podporu kulturních akcí v Táboře.Po několika neúspěšných jednáních se však nedokázali shodnout na společné linii a peníze tak zůstaly nevyužité. Někteří obyvatelé města kritizují opoziční zastupitele za jejich nedostatek jednoty a neschopnost rozhodnout se, jak finanční prostředky nejlépe využít.Místní samospráva nyní musí hledat jiné zdroje financování pro plánované rekonstrukce budov ve městě.",1,13
"ve střetu zájmůKonec rata podle Vondruška je třeba předčítat. A v případě žaloby by se podle něj i konzervativní předseda vlády Jan Hamáček měl vyjednat.""Všichni se moc líbí tomu, že to vypadá v rozporem, že to vypadá pořádně, že se otevře konstruktivní debata na to, co je na to uživatele nebo všem Česku, a konzervativní koalice, takže bychom to podle mého názoru byli na tom v dobrém stavu.",1,22
"absurditu. Za každý člověk v těchto dnech kdy vidí, co se u nás děje, může být věděn člověk to, že vy jste selhal do absurdit. Že zase tolik lidí vás zcela srdce děsilo, že vy jste selhal vlastním způsobem za čas do selhání.Ano, jsem selhal. Věděli jsme vás. Věděli jsme ani vy. Jakmile se vás začalo vyhýbat mému vzestupu ve veřejném prostoru, jsem si všiml, že jsem začal vám šéct čerpání vlastní směrů. Jenže to bylo dělat něčeho, co jsem třeba i už na to někdy někdy udělal.",1,19
"v Británii. Foto: Tom Nicholson / FlickrNejvětší cenu dala kniha Hardtmuthovou o noře s bílou matkem. Všichni však pozorují kolem ním, že věc bude mít také takový efekt jako bizarní představa na toto zemi, která je sice tak trochu krásná, ale bude i nadále jako taková plochá a zlomená. Snaží se mi si vypořádat příležitost se často podvědomou realitu své zkušenosti, která, vypadal jsem, je jejím obláncem.Před pár dny známo bylo, že v úterý její noře zmizelo u svého domu v Surreyu. Dnes odešla na tiskovou konferenci z Británie a další příznivci kritizovali jednoduchost a oblíbenost jejího příběhu zákulisním hraním a zjištěním podstatného množství faktů.Hardtmuth zběsil kritiky. Zdá se, že ji ještě ještě stihla nezvolit sama, protože svůj noře zmizel v náměstí, kde má její projektová firma.",1,29
"Kde se psou a jak jsou psou neustálá drogy?Dočkají se někteří lidé, že jsou dobře počítačoví a vzdělaní, což je možná už některá z nás. Uvnitř státu sice ne, ani to nebýt by nemělo příliš přesné - nikdo se nedokáže jednat na které krajní rovině. Když se však dovolíme na tuto zakázku zázraku vůbec dojít a očekávat něco jasného, když se kraj, které má na sebe na rozdíl od třeba dřívějších světových států, nedokáže jednat na které krajní rovině, tak se z těch některých a z důvodů, jichž jste opírajíte, vyčítáte věci. Jenom představa těchto oblastí a celkově kraje se moc nedá znát. Kde se psou a jak jsou psou neustálá drogy?První předpokládaný odkaz je další, tedy že to jsou dva místa. Kde se už nejsou dvě, ale více místa se kterými se obohatí drogy.",1,15
"Vandalismus u Máchova jezera už je na konci. Kamery, které jsou umístěné v okolí, přesvědčivě ukázaly na to, že tolik často zaznamenaný vandalismus je již u konce. Tím lze zabezpečit bezpečí pro návštěvníky a přírodu, která tu žije. Na tomto jezeru bylo již několikrát zaznamenáno, že je vandalové nahrnuli, čímž se zhoršila atmosféra a došlo ke krádežím, výstupům a poškození vegetace. Místní policie v tom vidí velký pokrok. S přibíháním léta bude větší tlak na oblast, což může být vhodné pro větší zájem o vandalismus v okolí jezera.",1,27
"divokého vína. Vypravěč poznamenává, že díky nehodě kdysi před lety, při které ho zastavil po dopadnutí z železnice, je stále vůdce středních škol, na nichž vede kurzy filmové analýzy, na které vybírá pouze ty studenty, kteří dokáží sledovat film, který je z nějakého důvodu odpuzuje (předlohou bylo osobní poznání a zkušenost). Všechny tři dívky jsou svým typem přitahovány režisérem, i když se jím označuje pouze první dívka, ta prostě taková.Vypravěč poznamenává, že je zvláštností, že všechny zaujmovaly nejdeštivější, nejzlobivější, nejnejistější a nejobvinovnější film, který viděl v životě, to byl režisérův čtvrtý film. Když vede analýzu filmu, vypravěč jej zpočátku vysmívá, ale s postupem času je natolik zaujat, že se rozhodne natočit svůj první film. Je inspirován filmem, kterého se obě druhé dívky na režisérovi kurzech nedohodly, a když jim přijde na mysl, že filmem je Troška divokého vína, reagují s nelibostí.",1,24
"Praha, 1. září 2021 - Po delším jednání s investiční společností se dostavily zvědavci z věštídla. Objevily se zprávy, že se blíží začátek stavby terminálu na letišti Václav Havel. To bude první krok v plánovaném rozšíření tohoto letiště, které bylo od otevření v roce 2006 zatím mnohokrát modernizováno.Co se stane s tímto projektem, zůstává otázkou. Nicméně, jak vím, investiční společnost má velké plány pro budoucnost tohoto letiště a celé republice. Naštěstí se budou tyto plány mít pozitivní vliv na místní ekonomiku a příliv turistů do naší země.V budoucnu budeme sledovat další kroky v tomto procesu a s nadšením sledujeme, jak se toto velké investiční projekte promění v skutečnost.",1,23
"Alliance NATO potvrdila, že bude nadále pokračovat ve své operaci v Libyi, dokud jsou ohrožováni civilisté. Tento krok byl učiněn vzhledem k nedávným bojům mezi libyjskými povstalci a oddíly loajálními k plukovníkovi Kaddáfímu, které vedly k mnoha obětem na obou stranách konfliktu. V reakci na tyto události bylo rozhodnuto o prodloužení mandátu NATO pro operaci v Libyi, která má za cíl ochránit civilisty před útoky.NATO se také zavázala k dalším opatřením, která mají zajistit stabilitu a bezpečnost v této oblasti. Spolupracuje s libyjskými orgány, aby zajistila, že je v této zemi respektováno mezinárodní právo a práva člověka. Mnoho zemí včetně USA, Francie a Velké Británie vyjádřily svou podporu rozhodnutí NATO zůstat v Libyi a ochránit civilisty.Operace NATO v Libyi byla zahájena v roce 2011, aby pomohla libyjským povstalcům zbavit se Kaddáfího režimu. Od té doby se situace v této zemi výrazně zhoršila a došlo k mnoha násilným konfliktům. Díky operaci NATO však bylo mnoho civilistů ochráněno před útoky a mnoho povstalců bylo schopno dosáhnout svého cíle a sesadit Kaddáfího režim.",1,27
"Praha - Po dlouhých letech pátrání byla nedávno objevena ztracená opera slavného italského skladatele Antonia Vivaldiho, která nese název ""Il Labirinto dell'amore"". Toto dílo, jež bylo nalezeno v pražském archivu, bude mít světovou premiéru právě v Praze na přelomu září a října.Objev tohoto unikátního díla je velkým překvapením pro hudební svět, neboť ""Il Labirinto dell'amore"" byla považována za ztracenou již po několik století. Opera byla zkomponována roku 1723 a světlo světa spatřila v pražském divadle, což dává této události zvláštní význam. Ačkoli se o ní již delší dobu vědělo, do dnešních dnů se nepodařilo nalézt žádnou kompletní kopii partitury.Světová premiéra ztracené opery se bude konat v pražském Národním divadle. Pro tuto příležitost byl pozván známý italský dirigent Riccardo Minasi, který je uznávaným odborníkem na Vivaldiho tvorbu. Hudební nastudování a orchestrální provedení bude mít na starosti český soubor Collegium 1704 pod vedením Václava Lucse.Režie se ujme Alice Nellis, která je známa svými inovativními a kreativními inscenacemi.",1,38
", Hráčky Liberecké / iSport.cz, 23. července 2018* Vítězství znamenalo zlomenou naději na titul.",1,103
"Russian court sentences Jehovah's Witness to six years in jailEvgeny Kayrak, a Jehovah's Witness from Russia's Orenburg region, has been sentenced to 6 years in prison, Interfax news agency reported on Wednesday. He has been charged with extremism.""Judge Sergei Ryabtsev passed the sentence on Jehovah's Witness Evgeny Kayrak on counts of violating the law on counteracting extremism, namely the dissemination of extremist materials. He received the longest prison term possible for this crime - 6 years, with 1 year suspended,"" the agency said.The witness' defense lawyer said his client had not pleaded guilty and would be appealing the verdict in a higher court.Earlier, the court said the fact that Kayrak had voluntarily disclosed all necessary information to the investigation should be taken into account as a mitigating circumstance.Law enforcement officers who searched Kayrak's flat in Orenburg on May 20, 2015 found banned books, which is why a criminal case was opened against him.",1,18
""". Když Hyundai oznámilo plán na stavbu nové továrny v Kladně, mnoho lidí začalo pát na možné následky. A zejména na to, jak bude se tovdle pohybovat, když pršení počasí začne.Experti však nejsou jisti. Má-li být stavba krytá, říká se muž, který se na stavbě zastavil a pozorně proměřil okolí. K tomu by mělo dojít, aby nedošlo k nehodám.Snažili jsme se oznámiti s vedením stavby, ale podle nich nevíme, jak by se mělo jednat, když bude pršet. To říkají pracovníci Hyundai, kteří se na stavbě zastavili a se naším názorem se neshodují.Je pravda, že při stavbě mohou být přítomni vodní místa a další rizika, ale jak to dále řešit, nevíme.",1,23
"Letní sezóna je tady a mnoho lidí se připravuje na plavání v otevřených vodách. S tím spojené je také touha mít co nejlepší postavu pro pohodlné nošení plavek. Pokud patříte mezi ty, kteří chtějí zhubnout do plavek, máme pro vás několik tipů.Prvním krokem k dosažení ideální postavy je zdravá strava. Dbejte na to, aby vaše jídelníček obsahoval dostatek ovoce, zeleniny a bílkovin. Omezte příjem cukrů a tuků a dejte přednost celozrnným produktům.Důležité je také pravidelné cvičení. Zkuste se věnovat alespoň 30 minutám denně, třeba běhání, plavání nebo jízdě na kole. Zkombinujte kardio trénink s posilováním, které posílí vaše svaly.Nechybí ani další možnosti, jak zhubnout do plavek. Patří mezi ně například detoxikační programy, kdy vyčistíte své tělo od toxinů a nadbytečné vody. Dále můžete využít služeb osobních trenérů nebo si pořídit speciální tréninkový program.Pamatujte však, že úsilí a trpělivost jsou základem úspěchu. Zhubnout do plavek neznamená pouze změnu tělesné hmotnosti, ale také zlepšení celkové kondice vašeho těla.",1,31
"Máte pocit, že vaše děti stále zapomínají na domácí úkoly nebo že si nejsou schopny zapamatovat důležité informace? Máme pro vás skvělou zprávu! Nejnovější studie ukazují, že dohánění ztraceného času a obnovování učiva po nemoci nejsou už takovým problémem, jak se dříve myslelo.Nedávný výzkum zjistil, že děti si učivo osvojují rychleji, pokud se dostanou zpět do normálního školního života a mají možnost soustředit se na to, co je pro ně nejlepší. Místo toho, aby se snažily překonat stres ze ztracených úkolů, mohou se zaměřit na učení a vlastní rozvoj.Klíčem k úspěchu je, aby se děti cítily v bezpečí a měly podporu učitelů a rodičů. Pokud si dítě uvědomuje, že se o něj starají a že má na koho se obrátit o pomoc, bude mít větší chuť a motivaci k tomu, aby se dostalo zpět na správnou kolej. Učitelé by měli být vstřícní a trpěliví, protože každé dítě je individuální a učení probíhá v různých tempích. Pro některé žáky může být návrat do školního prostředí po nemoci stresující záležitost.",1,19
"Umělci Zuzana a Lukáš Nagy jsou šokovali publikum na představení Promile. Tímto smechu je vystaveli představení sexem a využitím živých hudebních skladb.""Cesta do sexu pro náš rod byl naléhavý impulz, který jsme oboje chtěli řešit. Chtěli jsme, abychom následovali kariéry umělců. Kromě toho jsme spojili to všechno v třídílném programu, vycházející z našich zkušeností a potřeby dát výklad ze tří hlavních hledisek: kulturou, politikou a sociologií,"" vysvětluje Lukáš Nagy. V průběhu představení jsou tyto hlediska výrazně rozdílné a mimo jiné se pohybují od erotiky až po politiku. Z toho důvodu má představení vypadat pohledově rozdílně, aby odlišovalo hudbu, choreografii, herecké výkony a výtvarné prvky odlišně.Zatímco Lukáš Nagy se specializuje na tanec a choreografii, Zuzana se zaměřuje na herecký výkon. Oběma je jasné, že je třeba poskytnout jasný vhled do všech hledisek, které přineslo jejich umění.Představení Promile se ještě v budoucnu bude konat a na konkrétní data se čeká, aby mohla být všeobecně připravena.",1,25
"Advokát poprvé promluvil o kauze týraného Ondřeje. Pavlína Lánová, matka týraného chlapce, už sedm let bojuje za záchranu svého syna. Advokát Miloš Macoun uvedl, že má zájem o zápis těchto událostí do spisu a že bude vyjednávat o vyrovnání rozsudku.",1,51
