text,label,perplexity
"Der Netzanbieter Vodafone hat auf Twitter bekanntgegeben, dass das Unternehmen in Deutschland ab sofort alle neuen iPhone-Modelle ohne Netzsperre verkaufen wird. Bislang konnten Käufer eines iPhone 5S und 5C das Smartphone nur im Vodafone-Netz verwenden, mit SIM-Karten anderer Hersteller funktionierten die Geräte nicht.Wer sein iPhone vor dieser Ankündigung gekauft hat, kann dieses künftig auch mit SIM-Karten anderer Betreiber verwenden. Die bisher aktive Netzsperre soll automatisch entfernt werden, ohne dass der Nutzer selbst etwas einstellen muss.Vodafone hatte die Netzsperre kurz nach der Veröffentlichung der neuen iPhone-Modelle eingeführt. Ein Grund dafür dürfte gewesen sein, nicht als Gerätehändler für andere Netzanbieter zu dienen und Kunden an Vodafone zu binden.Das iPhone 5S wurde Ende September 2013 in Deutschland eingeführt. Das Smartphone mit 64-Bit-Architektur und Fingersensor ist der Nachfolger des iPhone 5. Äußerlich entspricht es auch weitgehend seinem Vorgänger.",0,12
"Die Staatsanwaltschaft hat die Ermittlungen im Fall Wendt eingestellt, nachdem die Polizei von Stuttgart keine Beweise für eine Straftat gefunden hatte. Diese Entscheidung wurde nach Abschluss der Ermittlungen getroffen. Die Anklagebehörde hatte Ermittlungen aufgenommen, nachdem die Justizbehörden von Baden-Württemberg Vorwürfe wegen Anstiftung zur Verleumdung gegen den deutschen Politiker Jürgen Wendt erhoben hatten. Die Anklagebehörde hatte ursprünglich ermittelt, um zu klären, ob die Strafvorwürfe gegen Wendt mit Tatsachen belegt werden konnten.",1,9
"Der ""Bild""-Sport-Experte Lars Pollmann: „Die Bayern sind unglaublich wackelnd, beide Trainer haben verloren, sie spielten ein dreisteres Spiel als vor einer Woche. Das ist schon eine große Überraschung, denn beide Mannschaften haben einige gute Spieler und auch Trainer.“ Zugleich kritisierte er Trainer Niko Kovac: „Bayern hatte viele Chancen. Kovac hat nichts draus gemacht. Er hatte viel zu viele Dribblings. Während die Bayern dabei waren, die zwei Mannschaften schnell umzuwandeln, wurden sie schnell zurückgeworfen. Einiges war unglücklich gemacht.“Lars Pollmann © Jens Büttner/dpa„BILD“-Sportchef Hanspeter Kurz: „Das war das Spiel des Fußballspiels. Das war die Überraschung. Die Bayern waren sehr fehleranfällig. Aber sie haben einen großen, großen Fehler gemacht. Ist ein Spiel gegen die Gunners gewonnen, wird es in München auf der Tribüne von vielen Bayern-Fans für die kommende Saison schwerer werden, Niko Kovac zu verteidigen. Bayern ist auf dem Spielfeld wirklich nicht zuhause gewesen.“„",1,17
"Besuchen Sie Golem.de wie gewohnt mit Werbung und Tracking, indem Sie der Nutzung aller Cookies zustimmen. Details zum Tracking finden Sie im Privacy Center.Skript wurde nicht geladen. Informationen zur Problembehandlung finden Sie hier.Um der Nutzung von Golem.de mit Werbung zustimmen zu können, muss Javascript in Ihrem Browser aktiviert sein.Um der Nutzung von Golem.de mit Werbung zustimmen zu können, müssen Cookies in Ihrem Browser aktiviert sein. Weitere Informationen finden Sie hier.Die Zustimmung in einem iFrame ist nicht möglich. Seite in eigenem Fenster öffnen.Der Zustimmungs-Dialog konnte nicht korrekt geladen werden, eine Zustimmung gilt nur vorläufig. Informationen zur Problem­behandlung finden Sie hier.Die Möglichkeit zum Widerruf finden Sie in unserer Datenschutz­erklärung oder über den Link Cookies & Tracking am Ende jeder Seite.Mit Golem pur ab 3 Euro pro Monat können Sie Golem.de ohne Analyse- und Werbe­cookies nutzen, es kommen nur für unser Angebot erforderliche Cookies zum Einsatz.Bereits Pur-Leser? Hier anmelden.",0,16
"Berg und Natur kennenlernen: Ein Bergtour durch ein reichhaltiges Landschaftsbild. In dieser abgeschiedenen Gegend kann man die wunderschönen Panoramen genießen und sich in die Ruhe der Natur versenken. Mit viel Freude beobachtet man die verschiedenartigen Pflanzen und Tiere, die in dieser Region zu Hause sind. Die Berge bieten die perfekte Möglichkeit, sich mit der Schönheit der Natur zu verbinden. Auf den Spuren der Wanderer lernen wir die Bergwelt näher kennen, indem wir den Reiz von Wanderungen auf Wanderungen genießen.",1,23
"Die geplante Änderung des Urheberrechtsgesetzes (UrHeG) durch Artikel 13 der Richtlinie 2021/1159 des Europäischen Parlaments und des Rates vermeidet möglicherweise ein Verfahren vor dem Bundesgerichtshof, das gegen Urheberrechtsverletzungen durch Google in den Medien aufgezeigt hat.Google hatte bislang ausschließlich Urheberrechte an den Inhalten in Suchergebnissen gezeigt, die von den Verlegern erworben wurden. Mit der geplanten Änderung des UrHeG müsste Google jedoch auch Inhalte anzeigen, die von Verlegern nicht lizenziert wurden.Laut Aussage des Bundesjustizministeriums gibt es derzeit keine Aufforderungen oder Verfahren vor dem Bundesgerichtshof, die gegen Google wegen Verletzung von Urheberrechten wegen von Nutzung von Inhalten vorgebracht werden.Das Ministerium betont jedoch, dass es weiterhin möglich ist, dass solche Verfahren in Zukunft eingeleitet werden.Das geplante Verfahren könnte jedoch die Urheberrechtsverletzungen von Google verhindern und somit zu mehr Gerechtigkeit im Bereich der Urheberrechte beitragen.",1,9
"Die Polizei hat ihr Augenmerk auf den Untergrund der Stadt gerichtet. In den letzten Wochen gab es Hinweise auf illegale Aktivitäten, die durch die enge Zusammenarbeit mit der Polizei aufgedeckt wurden. Heute haben Beamte mehrere Dutzend Menschen verhaftet, die an illegalen Geschäften beteiligt waren.Laut einem Bericht des Polizeipräsidenten wurden die Ermittler dazu ermutigt, tiefer zu graben, um eine noch größere Anzahl von Personen zu identifizieren, die in das Netzwerk der Kriminalität verwickelt waren. Die Behörden versprechen, mit aller Kraft gegen die Unterwelt zu kämpfen und gegen diejenigen vorzugehen, die illegale Geschäfte betreiben.Auch wenn es weiterhin schwierig sein wird, die Organisationen, die im Untergrund arbeiten, vollständig zu identifizieren, so verspricht die Polizei weiterhin, diejenigen aufzudecken, die die Gesetze verletzen. Damit können sich die Bürger der Stadt sicherer fühlen und das Netzwerk der Kriminalität besser im Blick behalten.",1,9
"Ein schrecklicher Unfall hat sich heute Morgen auf einer Baustelle in der Nähe von Berlin ereignet. Ein Bauarbeiter ist nach einem schweren Unfall tödlich verletzt worden. Laut den Behörden ist der 57-jährige Mann aus dem Kreis Oberhavel bei der Arbeit von einem Lastwagen erfasst worden. Die Einsatzkräfte der Polizei und des Rettungsdienstes sind schnell vor Ort gewesen, konnten jedoch nur noch den Tod des Mannes feststellen. Die Polizei ermittelt nun die Umstände des Unfalls.",1,11
"Kramsach, 20. August 2021 – Der Alpenverein, eine der führenden Organisationen im Bereich Bergsport und Umweltschutz in den Alpen, hat seine neue Geschäftsstelle in Kramsach, Tirol offiziell eröffnet. Die neue Niederlassung soll als regionales Zentrum für Mitglieder des Alpenvereins sowie für alle Interessenten und Besucher dienen, die in dieser malerischen und sportlich bedeutenden Region Unterstützung und Informationen suchen.Der Alpenverein hat sich seit seiner Gründung im Jahr 1862 dafür eingesetzt, die Schönheit der Alpen zu erhalten und die Freude am Bergsport zu fördern. Die Organisation unterstützt mehrere Projekte im Bereich Umweltschutz, Bergsteigen, Wandern, Klettern und Wintersport. Mit über 600.000 Mitgliedern zählt der Alpenverein zu den größten Sport- und Freizeitverbänden in Europa.Die neue Geschäftsstelle in Kramsach bietet eine Vielzahl von Dienstleistungen und Informationen, wie beispielsweise Wander- und Kletterrouten in der Region, Bergführerausbildung, aktuelle Nachrichten und Veranstaltungen rund um den Bergsport sowie Tipps und Ratschläge zur Sicherheit und Ausrüstung. Zudem bietet die Geschäftsstelle auch Raum für Vorträge, Diskussionen und Workshops zu relevanten Themen.Die Eröffnung der neuen Geschäftsstelle in Kramsach ist ein weiterer Schritt in Richtung einer verstärkten regionalen Präsenz des Alpenvereins und der Verbesserung seiner Serviceangebote.",1,13
"MESSNER : Bei Wurzeln nimmt sich noch eine Wiederholung auf die Geschäfte. In der Rückrunde belegt der Fußball ein Drehungsfehler (mit dem Fehl von einer Wiederholung bei einer einzigen Kontrolle), der auf die Verwendung einer höheren Betrachtungsmaßnahme zurückgreift.Die Niederlage beim WURZELN gegen den SPLL steht in der Konferenz einem Niederlage-Auftrag nach sich. Eine erforderliche Kontrolle des Niederlagen, der vorsätzlich die Rolle des Fußballs am einen Punkt einnehmen sollte, wird nicht von SPLL verhältniswürdig.",1,15
"26.10.2016von Christian Tretbar DruckenJugendschutz im Internet : Wie man Kinder schütztvon Christian TretbarBild vergößern Die Fotomontage von Anastasia Linse in der Ausstellung in der Neuen Galerie, Berlin. Foto: Thilo RückeisIm Mittelpunkt des neuen Jugendschutzwerks stehen die Kindern. Aber wie? Unsere Autorin hat sich mit dem Thema angenommen.""Man muss einfach verstehen, dass sie das Internet in die Welt bringen, was man sonst nicht sieht."" Bei einem Besuch in einem Klassenzimmer bemerkt man, woher die Schüler den Wunsch zurückhaltend beherzigt haben, die konkrete Anregungen aufzugreifen: ""Und hier sind drei Sachen die eine Klasse schon beschrieben hat."" So stehen auf einem kleinen Stand neben dem Schreibtisch auch ein paar Bilder: eine versteckte Blume, eine Kugel mit Schlamm. Darin eine zweite Klasse hatte sich auf die Suche nach einer Erklärung verständigt. Der Klassenlehrer steht an den Wänden, weiße Brille, dunkle Jeans, graue Hemd, trägt eine rote Jogginghose. ""Ich sag nie, dass sie die Wahrheit sagen, aber sie bringen mir ein Gefühl zum Laufen. Das ist doch genau was das Internet für sie ist: ein Spielzeug.""Sagt es der Lehrer: ""Und so haben sie immer mehr Probleme.",1,25
"Samra Fürrutter ist neue Tiroler Meisterin im Nachwuchs-Aquathlon! Samra Fürrutter aus dem Tiroler Dorf Schönwies hat am vergangenen Wochenende die Tiroler Meisterschaft im Nachwuchs-Aquathlon gewonnen. Die junge Sportlerin setzte sich im Finale gegen zwei weitere Starter durch und gewann damit ihren ersten Titel als Tiroler Meisterin. Ihr Erfolg wurde von vielen Dorfbewohnern bejubelt. In dem knapp 500 Einwohner zählenden Dorf Schönwies ist Samra Fürrutter mittlerweile eine bekannte Persönlichkeit. ""Ich freue mich sehr über diesen Sieg. Ich war sehr motiviert und habe in den letzten Wochen viel trainiert"", sagte Samra Fürrutter nach dem Rennen. Nun ist sie sicher, dass der Titel der Tiroler Meisterin im Nachwuchs-Aquathlon nur der Anfang ihrer erfolgreichen Karriere ist.",1,12
"Der FC Südburgenland hofft auf Punkte in der letzten Herbstrunde.BAD TATZMANNSDORF. Zum Abschluss der Herbstsaison spielt der FC Südburgenland eine weitere Heimdoppelrunde. Diesmal geht es am Samstag, 11. November, am Kunstrasen in Bad Tatzmannsdorf zur Sache. ""Das kam durch die Unterstützung von GF Peter Prisching vom AVITA Resort zustande, wofür wir sehr herzlich danken"", so Stephanie Jandl vom FC Südburgenland.",0,38
"""Heute veröffentlichte das Statistische Bundesamt (Destatis) seine Monatsstatistik zum Arbeitsmarkt. Das Ergebnis ist sober: Keine Verbesserung der Arbeitsbedingungen konnte festgestellt werden.Trotz einiger Anstiege im Bereich der Teilzeitarbeitslosigkeit und bei den Jungarbeitern konnte sich das Arbeitsmarktgeschehen nicht weiterentwickeln. Auch die Arbeitslosigkeit hat sich nicht verändert.Die Situation auf dem Arbeitsmarkt bleibt somit rückständig. Die Gewerkschaften fordern, dass die Regierung schnell handelt, um die Arbeitsbedingungen zu verbessern.Die Frist zum Inkrafttreten des neuen Mitbestimmungsgesetzes wurde verschoben. Die Ministerpräsidenten der Länder haben sich auf eine Verzögerung geeinigt.Das Gesetz soll nun erst am 1. April in Kraft treten, anstatt wie zuvor geplant am 1. März.",1,12
". In: braunschweiger-zeitung.de. Braunschweiger Zeitung, 9. Oktober 2018, abgerufen am 30. März 2019.26.  Fußball Bundesliga 2, 2. Spieltag Eintracht Braunschweig - Arminia Bielefeld 0:0. In: de.statista.com. Statista, 7. Oktober 2018, abgerufen am 30. März 2019.27.  Tilman Heidmann: Eintracht Braunschweig: Lienen beurlaubt, Ohtake übernimmt. In: sport1.de. 6. November 2018, abgerufen am 30. März 2019.28.  Eintracht Braunschweig beurlaubt Ohtake. In: kicker.de. 1. Januar 2019, abgerufen am 30. März 2019.29.  Nils Hartmann: Trainerwechsel bei Eintracht Braunschweig: Markus Kauczinski übernimmt von Torsten Lieberknecht. In: sportbuzzer.de. 18.",1,10
"In den letzten Wochen vor Weihnachten steigt das Paketaufkommen in Deutschland rapide an. Viele Paketdienste, wie DHL, Hermes und GLS, kassieren für diese saisonale Erhöhung der Nachfrage einen Weihnachtszuschlag. Diese Zuschläge reichen von 2 Euro pro Sendung bis hin zu einer Gebühr von 7,50 Euro pro Sendung. Diese Zuschläge werden in den meisten Fällen in Form einer Nachnahmegebühr abgerechnet, die der Empfänger tragen muss. Laut einigen Beobachtern ist es in jüngster Zeit immer häufiger vorgekommen, dass Kunden mit diesen Weihnachtszuschlägen konfrontiert werden. Dennoch räumt die Branche ein, dass diese Zuschläge unumgänglich sind, da eine erhöhte Auslieferungskapazität und mehr Transportkosten erforderlich sind, um die saisonalen Spitzen zu bewältigen.",1,12
"Während der Wahlkampagne für die US-Präsidentschaft hat Donald Trump sich für die Anwendung von Waterboarding und ""Schlimmeren"" geoutet. Er hat argumentiert, dass das Verhalten der Terroristen ein ""Schlimmes"" rechtfertigt und sagte, dass es an der Zeit sei, die USA zu verteidigen. Trump hat sich auch für einen ""harschen"" Kurs in Bezug auf den Verteidigungsapparat und die Durchsetzung von Menschenrechten ausgesprochen.",1,16
"München, 14.03.2023 - Der Bundeskanzler, Gabriel, hat heute angekündigt, dass er die Strompreise in Deutschland dämpfen wird. Das Ziel ist es, den Bürgerinnen und Bürgern zu helfen, ihre häuslichen Kosten zu senken.Gabriel betonte, dass dies ein erster Schritt zur Senkung der Lebenshaltungskosten ist und er auf weiteren Maßnahmen hinweisen will. Die genaue Umsetzung des Plans werde in den kommenden Wochen und Monaten besprochen und erläutert.Die Stromfirmen haben sich bisher nicht offiziell zu dem Ankündigungsstandort geäußert. Es ist jedoch davon auszugehen, dass sie den Kanzler unterstützen werden, da die Senkung der Strompreise auch ihre Geschäftsbedingungen verbessern kann.Die Opposition ist jedoch misstrauisch und fordert weitere Informationen über die Auswirkungen auf den Strommarkt. Es wird erwartet, dass der Kanzler in den kommenden Tagen und Wochen mehr Details zu seinem Plan vorlegt.Insgesamt wird der Plan, den Gabriel angekündigt hat, von vielen als positiv angesehen. Es ist jedoch wichtig, dass die Details des Plans klar erläutert werden, damit die Bürgerinnen und Bürger verstehen können, wie dies umgesetzt werden kann und welche Auswirkungen es hat.",1,10
"Die Bundesrepublik Deutschland hat nach 25 Jahren endlich wieder einen positiven Haushaltsausgleich erwirtschaftet. Die Regierung rechnet für das Jahr 2020 mit einem Überschuss von 2,9 Milliarden Euro. Der Finanzminister Olaf Scholz sagte, das Land „habe sich von der Schuldenkrise erholt“. Das Land sei die Nachfolge der USA als Wirtschafts Motor angetreten. Die Wirtschaftskonjunktur würde durch die starke Verschuldung der Bundesregierung unterstützt. Die Regierung habe Infrastrukturinvestitionen in Höhe von 40 Milliarden Euro vorgenommen, um die Wirtschaft zu stimulieren und eine Wiederholung des Finanz- und Wirtschaftskrisens zu vermeiden.",1,10
"Bremen - Am Donnerstagabend tritt Werder Bremen gegen den italienischen Verein Parma Calcio an und muss dabei auf zwei wichtige Spieler verzichten: Geschäftsführer Frank Baumann bestätigte, dass sowohl Klaus-Dieter Bode als auch Eduardo Cesar aufgrund von Verletzungen nicht am Spiel teilnehmen werden. Bode, der seit 1996 im Verein tätig ist und seit 2012 Geschäftsführer Sport bei Werder Bremen ist, wird aufgrund von Wadenproblemen ausfallen.",1,14
"Biathlon : Zwei weitere Medaillen für das deutsche TeamBild vergößern Martin Fourcade, der überwiegend in Frankreich gefahren ist, bleibt auch in Norwegen in Führung. Foto: dpa/Wolfgang RattayDer deutsche Biathlet Martin Fourcade war in der Weltcup-Staffel noch der erfolgreichste Deutsche. Er gewann bei seinem Auftritt auf der Ruhpolding-Hütte in Norwegen einen Podestplatz.Die deutschen Biathleten haben in der Weltcup-Staffel den dritten Podestplatz erobert. Nach dem dritten Rennen erreichten die vier Teilnehmer im Norwegischen Südens einen Zähler. Dabei wurde Martin Fourcade (Clermont-Ferrand) noch vor seinem Teamkollegen Arnd Peiffer (Wischnewski) auf dem Ziel auf den zweiten Platz gedrückt. ""Wenn ich mich ein guter Zeitfahrer geben kann, ist das eine gute Bestleistung"", sagte der dreifache Weltmeister.",1,19
"Eine Familie nahm den Aufschub einer Verunglückung in Irland am Mittwoch im Hafen von Vaduz, den berühmten Innenstadt von den Fängen ihrer Familie. Die Wasserversorgungskrise war vermeintlich nicht nur für die Familie nicht aufgefallen, sondern für die Bürger. Die Familie wollte einen Besuch in der Hausauflage, aber nach Angaben der Angaben des Vaduzer Innenvereins war die Wasserversorgung eine große Ansteckungsversuch, die zum Folge der unterwegsen Wiederauflage, wie der Diesbevollhalt, einer Verschärfung der Inseln, kommen. Die Wasserversorgungskrise ist noch nicht abgeschlossen, doch das Stahlabfuhrgang wird die Wasserversorgung im Gebiet nicht aufrechterhalten, nämlich alle Inseln abgestimmt.Wie die Familie nach Angaben des Vaduzer Innenvereins über die Verunglückung erfahren soll, verschiedene Angelegenheiten haben sich geändert, die Familie ist auch keinmal zusammenkommen.",1,11
"15.06.2017von Alexander Fröhlich DruckenGeisterfahrer-Drama : Der Held auf der A 5von Alexander FröhlichBild vergößern Der Verkehrshinderte. Foto: picture alliance / dpaEin Autofahrer, der auf der A 5 auf der Weiterfahrt kein Auto mehr anschaffen will, weil er eine Geisterfahrerin im Sattel sah.Die Geisterfahrer-Aufregung entlang der A 5 beginnt. Ein Mann aus Sömmerda (Landkreis Potsdam-Mittelmark) erfährt auf einer Baustelle zwischen Bautzen (Ostprignitz-Ruppin) und der Ortschaft Sarnow (St.",1,30
"09.02.2017von Sandra Dassler DruckenMusik-NMS Eibiswald : Hurra, die Leseecke ist fertig!von Sandra Dassler2 Bild vergößern Abgestaute Ebenen bei der Gründung der Musik-NMS Eibiswald. Seit der Baufinanzierung 2009 wurde viel getan, um die Wohnräume kostenlos für die Musikschule zu öffnen. Die Führungsriege der Musik-NMS Eibiswald (links) und Landtagsabgeordnete Cornelia Möhring (Bündnis 90/Die Grünen) laufen bei der Feier zu den Fertigstellungszeremonien vor. Auch NMS-Schüler waren dabei.",1,26
"Quelle: dpa/fve jhe ent rhoMainz (dpa/lrs) - Wie die Energiewende im Land umgesetzt wird, soll die Aktionswoche «Rheinland-Pfalz: Ein Land voller Energie» zeigen. An diesem Samstag (20. September) beginnt die Reihe von Veranstaltungen der rheinland-pfälzischen Energieagentur, wie das Ministerium für Wirtschaft und Energie am Donnerstag mitteilte. Bürger, Kommunen, Unternehmen, Verbände, wissenschaftliche Einrichtungen und andere stellen auf 180 Veranstaltungen landesweit ihre Form der Energiewende vor. Sie sollen so ihr Wissen mit den Besuchern teilen.",0,16
"Ein Rettungswagen der Feuerwehr fährt mit Blaulicht durch eine Straße. Foto: Marcel Kusch/ArchivBorken (dpa/lnw) - Ein Handwerker ist auf einer Baustelle in Borken im Münsterland tödlich verletzt worden. Der Mann stand nach ersten Ermittlungen der Polizei am Dienstagmorgen im unteren Schwenkbereich eines Krans, als er schwer verletzt wurde. Der 55-Jährige wurde ins Krankenhaus gebracht und erlag dort seinen schweren Verletzungen. Wie genau es zu dem Unfall kam, sollen die weiteren Ermittlungen ergeben.",0,17
Ein schwerer Brand hat am Mittwoch einen Gewerbebetrieb in Nordrhein-Westfalen in Mitleidenschaft gezogen. Nach Angaben der Polizei ereignete sich der Brand gegen 4:45 Uhr in einem Gewerbegebiet am Rande der Stadt. Laut Aussagen der Ersten Einsatzkräfte war die Flammenhöhe enorm hoch. Mehrere Einsatzkräfte der Feuerwehr waren daraufhin vor Ort und löschten den Brand. Nach stundenlangen Löscharbeiten konnte die Feuerwehr das Feuer unter Kontrolle bringen.Die Schäden am Gebäude und am Inventar sind noch nicht genau bekannt.,1,15
