text,label,perplexity
"Валютные торги на ММВБ 20 февраля завершились снижением котировок пары доллар/рубль.Валютные торги на ММВБ 20 февраля завершились снижением котировок пары доллар/рубль. Курс американской валюты к 19:00 мск упал на 10 коп. относительно показателя закрытия сессии пятницы, 17 февраля, - до отметки 29,7850 руб. Курс евро завершил торги понедельника на уровне 39,4450 руб., что соответствует уровню закрытия пятницы. По данным Quote.rbc.ru, к 19:00 мск бивалютная корзина подешевела на 6 коп. - до 34,1320 руб.",0,6
"КИЕВ, 16 ноября. /ТАСС/. Генеральная прокуратура Украины готова обвинить экс-президента Виктора Януковича в превышении властных полномочий во взаимоотношениях с церковью.""У следствия есть основания считать, что Янукович ставил целью добиться решения об устранении Митрополита Киевского и всея Украины Владимира Сабодана от управления УПЦ"", - заявил генеральный прокурор Юрий Луценко во время заседания регламентного комитета Верховной рады. ""Будет предъявлено обвинение. К настоящему времени правоохранительные органы располагают достаточным количеством доказательств, которые говорят о причастности Януковича к преступлению.",0,8
"В Самарской области осудили фигурантов дела о хищениях в ""Тольяттиазоте""В Самарской области осудили фигурантов дела о хищениях в ""Тольяттиазоте""Комсомольский районный суд Тольятти в пятницу заочно приговорил к девяти годам лишения свободы основного акционера ""Тольяттиазота"" Владимира Махлая и его сына... РИА Новости, 05.07.2019САРАТОВ, 5 июл - РИА Новости.",0,6
"Англия воздает последние почести королеве-материПриспущены флаги, к Букингемскому дворцу идут люди с цветами и прощальными записками. Со всего мира в Лондон поступают соболезнования от глав государств и правительств, политиков, друзей и различных благотворительных организаций. Королева-мать, или, как ее ласково называют подданные, “матушка”, скончалась во сне в возрасте 101 года. Она умерла в Ройал лодж в Виндзоре в 15 часов 15 минут (в 18.15 по московскому времени) в субботу. У ее постели находилась дочь — царствующая королева Елизавета Вторая. Букингемский дворец сообщил печальную новость через два с половиной часа.",0,9
Оглашение итогов Поместного собора – назван новый патриархОглашение итогов Поместного собора – назван новый патриархПоместный собор назвал имя 16-го патриарха Московского и всея Руси. Патриарший престол займет митрополит Смоленский и Калининградский Кирилл.Оглашение итогов Поместного собора – назван новый Патриарх<p>Поместный собор назвал имя 16-го Патриарха Московского и всея Руси.,0,3
"Пассажирский самолет А-319 авиакомпании ""S7"" в четверг утром совершил вынужденную посадку в аэропорту Омска из-за попадания птиц в двигатель.Никто из пассажиров и членов экипажа не пострадал, в настоящий момент пассажиры отправлены в Москву резервным самолетом.По факту инцидента ведется проверка.",0,10
"Прокурорские проверки сеют в творческой среде рознь?В МХТ им. Чехова поступил запрос из прокуратуры: отчитаться насчет содержания экстремизма и извращений в спектаклях режиссера Кирилла Серебренникова. Теперь любой лох, не переступавший в жизни порога театра, выучит фамилию Серебренникова: его имя треплют всю неделю. Означает ли это, что теперь любую постановку, состоявшуюся в столичных театрах, будут шерстить, пропускать сквозь сито, рассматривать в микроскоп?",0,8
"Долговая нагрузка на россиян стала максимальной за семь лет, заявили в ЦБДолговая нагрузка на россиян стала максимальной за семь лет, заявили в ЦБСовокупный уровень долговой нагрузки населения РФ по состоянию на 1 октября 2019 года вырос до 10,6%, что является максимальным показателем с лета 2012 года,... РИА Новости, 31.10.2019МОСКВА, 31 окт - РИА Новости.",0,6
"Российская Федерация продолжает полагать, что Договор о РСМД являлся важным элементом архитектуры по обеспечению международной безопасности и стратегической стабильности. Особую роль Договор играл в плане поддержания предсказуемости и сдержанности в ракетной сфере на европейском пространстве.Считаем выход США из Договора о РСМД, в результате чего он прекратил свое действие, серьезной ошибкой, которая усиливает риски развязывания гонки ракетных вооружений, роста конфронтационного потенциала и скатывания к неконтролируемой эскалации.",0,7
"Силы безопасности прибегли к предупредительным выстрелам в воздух, чтобы восстановить комендантский час в городе Киштвар, расположенном в подконтрольной Индии части Кашмира.Утром 10 августа в близлежащей деревне Паддар произошли столкновения между местными индуистами и мусульманами.Накануне в самом Киштваре, расположенном в 200 км к юго-востоку от регионального центра Сринагара, произошли стычки, ставшие причиной гибели двух человек.",0,8
"Полицейский участок и припаркованные рядом с ним автомобили горят в восточном пригороде ливийской столицы, городе Триполи.При этом, ранее в этом районе не было отмечено антиправительственных выступлений и стычек, сообщает агентство Рейтер.",0,7
"О ходе расследования убийства Александра Захарченко, о выдаче российских паспортов и первых заявлениях нового президента Украины Владимира Зеленского глава самопровозглашенной ДНР Денис Пушилин рассказал в эксклюзивном интервью РИА Новости.— В каком сейчас состоянии процесс выдачи российских паспортов. Сколько уже принято заявлений граждан ДНР на получение российских паспортов?— Сейчас миграционная служба, паспортные столы работают с достаточно серьезной нагрузкой. Еще остаются организационные сложности, но в первую очередь это связано с повышенным ажиотажем. Мы такое видели в 2016 году, когда начиналась паспортизация граждан Донецкой Народной Республики. То есть трудности все понятны, они преодолимы. На это нужен некий период времени, чтобы ситуация исправилась.",0,7
"МОСКВА, 14 янв — РИА Новости. Лидер французского Национального фронта Марин ле Пен считает, что Евросоюз не может привести к расцвету народов Европы и обречен на распад.В интервью радиостанции ""Голос России"" она сказала, что ЕС ""показал свою несостоятельность и не может привести Европу к расцвету, защитить безопасность и идентичность народов Европы"". ""Суверенность народов Европы сегодня совершенно разрушена, поскольку Европейский Союз лишил нас территориальной суверенности, экономической суверенности, бюджетной суверенности, законотворческой суверенности"", — утверждает политик.Ле Пен сравнивает Европейский союз с СССР.",0,6
"Конкретных сроков встречи в ""нормандском формате"" пока нет, заявил ПесковКонкретных сроков встречи в ""нормандском формате"" пока нет, заявил ПесковКонкретных сроков встречи в ""нормандском формате"" пока нет, идут контакты для прояснения возможной продуктивности таких переговоров, сообщил пресс-секретарь... РИА Новости, 03.03.2020МОСКВА, 16 сен - РИА Новости.",0,4
"В то же время представитель украинских ВС заверил, что атака не причинила ущерба подземным бункерам, где хранится бóльшая часть боеприпасов, взрываются лишь вынесенные из хранилищ танковые снаряды и минометные мины калибра 120 мм. Таким образом, по его словам, теракт не привел к потере стратегически важных для украинской армии боеприпасов, в частности снарядов для реактивных систем залпового огня.«Все боеприпасы спрятаны. Горит только 10% территории арсенала, и то в местах, где эти боеприпасы отсутствуют», — заверил Мисюра.Пожар на складе боеприпасов под Винницей, в городе Калиновка, начался вечером 26 сентября.",0,8
"В индийском городе Газиабад сотрудники правоохранительных органов сумели установить личность женщины, тело которой было обнаружено в чемодане утром 27 июля. Как сообщает India Today, полицейские смогли найти родственников убитой - ею оказалась 25-летняя девушка, которая только недавно вышла замуж.Предположительно, семья жениха хотела заполучить дополнительное приданое.",0,9
"По данным американского Университета Джонса Хопкинса, количество инфицированных коронавирусной инфекцией в мире превысило 20 млн, погибли от инфекции 733 103 человека, выздоровели 12 209 074.Больше всего заражений зафиксировано в США (более 5 млн случаев). Далее следуют Бразилия (более 3 млн) и Индия (более 2,2 млн).",0,10
"Колпинскому районному суду Санкт-Петербурга придется прослушать композицию на заседании, поскольку «специалисты не смогли сделать обоснованный вывод о вредоносности всего текста, кроме самого некорректного названия»Алишер Моргенштерн (Фото: Артем Геодакян / ТАСС)Прокуратура подала административный иск в Колпинский районный суд Санкт-Петербурга с требованием запретить в России песню «Я съел деда», которую исполняет рэпер Моргенштерн (настоящее имя Алишер Моргенштерн, урожденный Валеев). Об этом сообщает объединенная пресс-служба судов города в Telegram.«",0,8
"УЛАН-УДЭ, 10 марта. /Корр. ТАСС Эльвира Балганова/. Военные инженеры Восточного военного округа (ВВО) в Бурятии будут задействованы в подготовке к возможным паводкам. Об этом сообщили в пресс-службе округа.""",0,12
"Число горняков, погибших в результате взрыва метана на шахте на западе Турции, возросло до 19 человек.Взрыв произошел в четверг вечером на глубине более 200 метров.Спасательными работами руководил министр труда страны Омер Динчер.",0,10
"Владимир Путин потребовал от компании РЖД активнее работать по экономии средств и сокращению расходов, в том числе на стройматериалы. Премьер-министр России отметил, что РЖД, конечно, многое делает - в срок, качественно, но компании необходимо активнее работать по сокращению расходов.",0,6
"По результатам августа продажи легковых и легких коммерческих автомобилей в России снизились на 19,4% по сравнению с аналогичным периодом прошлого года – было продано 138 700 машин. Всего же с начала года рынок просел на 33,5% — за восемь месяцев было продано 1,05 млн автомобилей. Йорг Шрайбер, Председатель Комитета автопроизводителей АЕБ, комментируя получившуюся статистику, заметил, что темпы падения продаж относительно прошлого года продолжают замедляться. Однако определенного равновесия быстро нащупать рынок не сможет из-за колебания валютного курса. ""Недавнее резкое ослабление рубля гарантирует, что рынок увидит немедленный рост продаж, за которым позже последует соответствующее падение"", — считает Шрайбер, предрекая ""еще один заезд на американских горках"".",0,8
"Глава правительства РФ Владимир Путин подписал распоряжение о назначении губернатора Ненецкого автономного округа (НАО) Игоря Федорова представителем государства в объединенном комитете по проекту ""Харьягинское месторождение"". Как говорится в тексте распоряжения, И.Федоров займет в комитете место бывшего главы администрации НАО Валерия Потапенко, полномочия которого как представителя государства в объединенном комитете прекращены.Напомним, 16 февраля 2009г. президент РФ Дмитрий Медведев подписал указ о досрочном прекращении полномочий губернатора НАО В.Потапенко и предложил на пост главы региона кандидатуру И.Федорова.",0,6
"Северо-Кавказский окружной военный суд признал пожизненный приговор российскому военнослужащему Валерию Пермякову, который был осужден армянским судом за убийство семьи Аветисян в Гюмри.""",0,9
"МОСКВА, 18 мар - РИА Новости. Второе ""золото"" чемпионата мира по водным видам спорта, который проходит в Австралии, России принесли синхронистки.В соревнованиях групп не было равных отечественным спортсменкам, которые в воскресенье по итогам финальной произвольной программы заработали 99,000 балла (из максимальных 100). Чемпионками мира стали Анастасия Давыдова, Анастасия Ермакова, Мария Громова, Наталья Ищенко, Эльвира Хасянова, Ольга Кужела, Анна Насекина, Елена Овчинникова, Светлана Ромашина и Анна Шорина.""",0,9
"Руководитель российского внешнеполитического ведомства Сергей Лавров, выступая по результатам переговоров, которые состоялись в российской столице в субботу, 29 декабря, заявил, официальные Москва и Анкара подтвердили уважение суверенитета и территориальной целостности Сирийской Арабской Республики.Глава российской дипломатии также подчеркнул, что на переговорах обсуждались борьба с терроризмом, решение гуманитарных проблем, создание условий для возвращения мигрантов и ситуация в Сирии после ухода военных Вооружённых сил Соединённых Штатов.«",0,8
"КИЕВ, 8 апр - РИА Новости, Андрей Лубенский. Фотовыставка ""Орбита. Жизнь"", посвященная 50-летию полета Юрия Гагарина в космос, открылась в Национальной парламентской библиотеке Украины в Киеве, передает корреспондент РИА Новости.""",0,11
"На севере Италии, рядом с г.Мерано из-за оползня с рельсов сошел поезд, в результате чего погибли 6 человек, 20 получили ранения.В настоящий момент на месте работают спасатели.",0,10
"Российским абитуриентам стоит задуматься о востребованности своей будущей специальности уже сегодня. О том, какие пробелы существуют в образовании современных школьников, какие профессии будут востребованы в будущем и как готовиться к поступлению в вузы, рассказывает проректор МГУ им. М.В.",0,6
"""После обстрелов, с наступлением светлого времени суток, наши подразделения вынуждены восстанавливать поврежденную инфраструктуру КПП"", — рассказал представитель оборонного ведомства.Власти Украины в апреле 2014 года начали военную операцию против самопровозглашенных ЛНР и ДНР, которые заявили о независимости после госпереворота на Украине в феврале 2014 года. По последним данным ООН, жертвами конфликта стали более 9,5 тысячи человек.",0,9
"Visa вновь понизила свой прогноз роста доходов во II финансовом квартале. В транснациональной корпорации указали на то, что пандемия коронавируса привела к резкому сокращению расходов держателей карт во многих странах.Теперь компания ожидает скорректированного роста выручки на 1% ""в верхней части среднего однозначного диапазона"". Расходы по картам за этот период (II финансовый квартал — это январь, февраль, март), скорее всего, вырастут на 1% в ""нижней части высокого однозначного диапазона"". Это уже не первая переоценка от Visa в марте этого года — компания уже снижала прогнозы на фоне падения своих ключевых показателей в Азии.""",0,7
